"codigo_centro","codigo_cne_nuevo","codigo_viejo","codigo_cne_viejo","nombre_centro","rep_2004","votos_validos","votos_gobierno","votos_oposicion","votos_otros","votos_nulos","total_votos","pct_gobierno","pct_oposicion","participacion","tipo_centro","fuente_url"
"181903004","181903004","50950","50950","NER 361 ESC CONC MIXTA S/N","138","102","89","13","0","0","102","87.25","12.75","73.91","Manual","https://web.archive.org/web/20080226231802id_/http://www.esdata.info:80/centro/50950"
"181903006","181903006","51001","51001","U BAS PUERTO TETEO","3859","2545","1878","667","0","0","2545","73.79","26.21","65.95","Computarizado","https://web.archive.org/web/20080111070046id_/http://www.esdata.info:80/centro/51001"
"182001001","182001001","48650","48650","GRUPO ESCOLAR NACIONAL LIBERTAD","4290","2687","1585","1102","0","0","2687","58.99","41.01","62.63","Computarizado","https://web.archive.org/web/20071128091250id_/http://www.esdata.info:80/centro/48650"
"182001002","182001002","48651","48651","CONC EST ESC NO 18","340","264","180","84","0","6","270","68.18","31.82","79.41","Manual","https://web.archive.org/web/20080218062317id_/http://www.esdata.info:80/centro/48651"
"182001003","182001003","48652","48652","TALLER ESC. PADRE EUGENIO","1363","975","526","449","0","0","975","53.95","46.05","71.53","Computarizado","https://web.archive.org/web/20071204005118id_/http://www.esdata.info:80/centro/48652"
"182001004","182001004","48653","48653","COLEGIO MARIANA DE JESUS","773","558","282","276","0","0","558","50.54","49.46","72.19","Computarizado","https://web.archive.org/web/20071204005123id_/http://www.esdata.info:80/centro/48653"
"182002004","182002004","48700","48700","ESC BAS FELICIANO MONTENEGRO C","771","554","279","275","0","0","554","50.36","49.64","71.85","Computarizado","https://web.archive.org/web/20071127082011id_/http://www.esdata.info:80/centro/48700"
"182002006","182002006","48760","48760","ESCUELA NAC CONCENT NO 767-2751 Y MUNICIPAL NO 4","439","291","173","118","0","2","293","59.45","40.55","66.74","Manual","https://web.archive.org/web/20080218015134id_/http://www.esdata.info:80/centro/48760"
"182003002","182003002","48670","48670","ESC BASICA SANTA ANITA S/N","768","567","319","248","0","2","569","56.26","43.74","74.09","Manual","https://web.archive.org/web/20080101173139id_/http://www.esdata.info:80/centro/48670"
"182003003","182003003","48720","48720","ESC BASICA VEGA DEL CEDRO","988","714","420","294","0","0","714","58.82","41.18","72.27","Computarizado","https://web.archive.org/web/20071130002606id_/http://www.esdata.info:80/centro/48720"
"182003004","182003004","48730","48730","GPO ESC DR JOSE G HERNANDEZ","1663","1187","588","599","0","0","1187","49.54","50.46","71.38","Computarizado","https://web.archive.org/web/20071204043518id_/http://esdata.info:80/centro/48730"
"182003005","182003005","48731","48731","ESC NAC NO 800-809","362","271","135","136","0","3","274","49.82","50.18","75.69","Manual","https://web.archive.org/web/20071204024217id_/http://www.esdata.info:80/centro/48731"
"182003007","182003007","48740","48740","ESC COMB NO 75","377","257","149","108","0","5","262","57.98","42.02","69.5","Manual","https://web.archive.org/web/20080218062322id_/http://www.esdata.info:80/centro/48740"
"182101001","182101001","51260","51260","U E MONS ALEJANDRO FERNANDEZ FEO","1448","985","552","433","0","0","985","56.04","43.96","68.02","Computarizado","https://web.archive.org/web/20080101173220id_/http://www.esdata.info:80/centro/51260"
"182101002","182101002","51261","51261","UE RAFAEL MARIA PARRA","663","487","293","194","0","2","489","60.16","39.84","73.76","Manual","https://web.archive.org/web/20071231121242id_/http://www.esdata.info:80/centro/51261"
"182101004","182101004","51280","51280","ESC OFIC COM 1533 S/N EST 74","453","314","172","142","0","28","342","54.78","45.22","75.5","Manual","https://web.archive.org/web/20080124161015id_/http://esdata.info:80/centro/51280"
"182101006","182101006","51291","51291","JARDIN DE INF MONS A F FEO","911","635","394","241","0","25","660","62.05","37.95","72.45","Manual","https://web.archive.org/web/20071127083924id_/http://www.esdata.info:80/centro/51291"
"182102001","182102001","51320","51320","ESC BAS CONC MIXTA NO 7 NAC S/N EST 471","876","626","423","203","0","7","633","67.57","32.43","72.26","Manual","https://web.archive.org/web/20080119163949id_/http://www.esdata.info:80/centro/51320"
"182102002","182102002","51321","51321","ESCUELA ESTADAL NRO. 659","121","96","67","29","0","3","99","69.79","30.21","81.82","Manual","https://web.archive.org/web/20080124161020id_/http://esdata.info:80/centro/51321"
"182103001","182103001","51240","51240","ESC BAS CIUDAD DE SAN CRISTOBAL","1539","1140","766","374","0","0","1140","67.19","32.81","74.07","Computarizado","https://web.archive.org/web/20071114071552id_/http://www.esdata.info:80/centro/51240"
"182201001","182201001","49330","49330","UNID EDUC FCO ANTONIO GUERRERO","3325","2434","1215","1219","0","0","2434","49.92","50.08","73.2","Computarizado","https://web.archive.org/web/20071114071543id_/http://www.esdata.info:80/centro/49330"
"182201002","182201002","49340","49340","CONCENTRACION NACIONAL NOS 811-3204","620","451","279","172","0","1","452","61.86","38.14","72.9","Manual","https://web.archive.org/web/20080111002526id_/http://www.esdata.info:80/centro/49340"
"182201005","182201005","49361","49361","ESC EST LOS RIOS","284","204","66","138","0","6","210","32.35","67.65","73.94","Manual","https://web.archive.org/web/20080110235801id_/http://www.esdata.info:80/centro/49361"
"182201010","182201010","49400","49400","CONC MIX 118-119-366 EST 945 NER 202","481","300","162","138","0","35","335","54","46","69.65","Manual","https://web.archive.org/web/20080114080644id_/http://www.esdata.info:80/centro/49400"
"182301001","182301001","49403","49403","ESC BASC CTRO POBLADO LAS MESAS","1155","811","551","260","0","6","817","67.94","32.06","70.74","Manual","https://web.archive.org/web/20071204034719id_/http://esdata.info:80/centro/49403"
"182301002","182301002","49490","49490","ESCUELA BAS LAS MESAS","2012","1372","961","411","0","0","1372","70.04","29.96","68.19","Computarizado, pero no transmitiÃ³ electrÃ³nicamente","https://web.archive.org/web/20071204031042id_/http://www.esdata.info:80/centro/49490"
"182301003","182301003","49491","49491","U.E. LUIS BELTRAN PRIETO FIGUEROA","1102","855","617","238","0","0","855","72.16","27.84","77.59","Computarizado, pero no transmitiÃ³ electrÃ³nicamente","https://web.archive.org/web/20080112025340id_/http://www.esdata.info:80/centro/49491"
"182401001","182401001","49280","49280","GPO ESC REGINA DE VELAZQUEZ","1712","1123","404","719","0","0","1123","35.98","64.02","65.6","Computarizado","https://web.archive.org/web/20071128091300id_/http://www.esdata.info:80/centro/49280"
"182401004","182401004","49300","49300","ESC EST CONC NO 384","342","220","72","148","0","0","220","32.73","67.27","64.33","Manual","https://web.archive.org/web/20080101035121id_/http://www.esdata.info:80/centro/49300"
"182401005","182401005","49310","49310","CONC NACIONAL NO 801","230","154","63","91","0","2","156","40.91","59.09","67.83","Manual","https://web.archive.org/web/20080226140939id_/http://www.esdata.info:80/centro/49310"
"182401006","182401006","49320","49320","ESC EST UNIT NO 143","395","195","55","140","0","9","204","28.21","71.79","51.65","Manual","https://web.archive.org/web/20080115072626id_/http://esdata.info:80/centro/49320"
"182401007","182401007","49321","49321","ESC EST NO 507","329","211","90","121","0","6","217","42.65","57.35","65.96","Manual","https://web.archive.org/web/20071130022232id_/http://www.esdata.info:80/centro/49321"
"182501001","182501001","49410","49410","UNID EDU MONS ACEVEDO","3332","2543","1238","1305","0","0","2543","48.68","51.32","76.32","Computarizado","https://web.archive.org/web/20071204035210id_/http://esdata.info:80/centro/49410"
"182501002","182501002","49420","49420","ESC CONC EST 62-132-265-502","620","425","211","214","0","0","425","49.65","50.35","68.55","Computarizado","https://web.archive.org/web/20080111070019id_/http://www.esdata.info:80/centro/49420"
"182501003","182501003","49430","49430","ESC NAC CONC NO 3138-3164-3183","493","387","140","247","0","2","389","36.18","63.82","78.9","Manual","https://web.archive.org/web/20080111070025id_/http://www.esdata.info:80/centro/49430"
"182501004","182501004","49440","49440","ESC NAC CONC 1867 S/N","502","347","91","256","0","15","362","26.22","73.78","72.11","Manual","https://web.archive.org/web/20080111070031id_/http://www.esdata.info:80/centro/49440"
"182501005","182501005","49460","49460","ESCUELA ESTADAL NO 129","261","177","108","69","0","16","193","61.02","38.98","73.95","Manual","https://web.archive.org/web/20080111070036id_/http://www.esdata.info:80/centro/49460"
"182501006","182501006","49470","49470","CONS MIXTA NO 916-103 NAC 120","378","285","135","150","0","1","286","47.37","52.63","75.66","Manual","https://web.archive.org/web/20080123125104id_/http://www.esdata.info:80/centro/49470"
"182501007","182501007","49480","49480","ESC BAS UNITARIA NO 551","377","280","92","188","0","0","280","32.86","67.14","74.27","Manual","https://web.archive.org/web/20080111070041id_/http://www.esdata.info:80/centro/49480"
"182601001","182601001","49510","49510","UNID EDUC GERVACIO RUBIO","1126","746","425","321","0","19","765","56.97","43.03","67.94","Manual","https://web.archive.org/web/20080126121642id_/http://www.esdata.info:80/centro/49510"
"182601002","182601002","49512","49512","UNID EDUC ARNOLDO GABALDON","1254","847","526","321","0","0","847","62.1","37.9","67.54","Computarizado","https://web.archive.org/web/20071127083903id_/http://www.esdata.info:80/centro/49512"
"182701001","182701001","51230","51230","GPO ESCOLAR SIMON LEON","1391","973","446","527","0","0","973","45.84","54.16","69.95","Computarizado","https://web.archive.org/web/20071214203442id_/http://www.esdata.info:80/centro/51230"
"182701002","182701002","51300","51300","ESC RURAL BURRUQUIA NO 138 587-600","511","393","121","272","0","5","398","30.79","69.21","77.89","Manual","https://web.archive.org/web/20071114073639id_/http://www.esdata.info:80/centro/51300"
"182701003","182701003","51301","51301","ESC EST NO 38 EL ALTO","345","275","87","188","0","6","281","31.64","68.36","81.45","Manual","https://web.archive.org/web/20071220010333id_/http://www.esdata.info:80/centro/51301"
"182801001","182801001","49960","49960","ESC RAFAEL ANTONIO UZCATEGUI","3113","2002","1124","878","0","0","2002","56.14","43.86","64.31","Computarizado","https://web.archive.org/web/20080112063903id_/http://www.esdata.info:80/centro/49960"
"182801002","182801002","50000","50000","ESCUELA NACIONAL EL PALMAR NUEVO","2448","1675","1046","629","0","0","1675","62.45","37.55","68.42","Computarizado","https://web.archive.org/web/20080101173200id_/http://www.esdata.info:80/centro/50000"
"182801003","182801003","50001","50001","ESC EST GRAD MARIA DEL ROSARIO MARQUEZ","7569","4897","2975","1922","0","0","4897","60.75","39.25","64.7","Computarizado","https://web.archive.org/web/20071118043524id_/http://www.esdata.info:80/centro/50001"
"182801004","182801004","50002","50002","ESC LA PALMITA SUR RURAL","772","510","353","157","0","0","510","69.22","30.78","66.06","Computarizado","https://web.archive.org/web/20080126100427id_/http://www.esdata.info:80/centro/50002"
"182801006","182801006","50010","50010","ESCUELA ESTADAL GRADUADA GENERAL CARLOS SOUBLETTE","3245","2020","1308","712","0","0","2020","64.75","35.25","62.25","Computarizado","https://web.archive.org/web/20071204024242id_/http://www.esdata.info:80/centro/50010"
"182801007","182801007","50012","50012","ESC BAS SAN JOSECITO DOS","2792","1830","1214","616","0","0","1830","66.34","33.66","65.54","Computarizado","https://web.archive.org/web/20071128040146id_/http://www.esdata.info:80/centro/50012"
"182901001","182901001","51350","51350","UE DR RAMON FERNANDEZ VELARDI","2785","1981","1064","917","0","0","1981","53.71","46.29","71.13","Computarizado","https://web.archive.org/web/20071204031113id_/http://www.esdata.info:80/centro/51350"
"182901004","182901004","51370","51370","ESC OFIC COMB NAC S/N Y EST 316-482","523","380","259","121","0","4","384","68.16","31.84","73.42","Manual","https://web.archive.org/web/20080126100442id_/http://www.esdata.info:80/centro/51370"
"182901006","182901006","51390","51390","OF COMBINADA NAC S/N S/N MUNC NO 2","375","277","207","70","0","0","277","74.73","25.27","73.87","Manual","https://web.archive.org/web/20080215012011id_/http://www.esdata.info:80/centro/51390"
"190101001","190101001","51620","51620","UNIDAD BAS.DIEGO BUSTILLOS","3473","2380","1371","1009","0","0","2380","57.61","42.39","68.53","Computarizado","https://web.archive.org/web/20080120202846id_/http://www.esdata.info:80/centro/51620"
"190102001","190102001","51820","51820","U.B.NAC.SAMUEL DARIO MALDONADO","1632","1279","762","517","0","0","1279","59.58","40.42","78.37","Computarizado","https://web.archive.org/web/20071121053115id_/http://www.esdata.info:80/centro/51820"
"190102003","190102003","51840","51840","U.E.EST.EMIRO FUENMAYOR.","666","545","313","232","0","0","545","57.43","42.57","81.83","Computarizado","https://web.archive.org/web/20071223074401id_/http://www.esdata.info:80/centro/51840"
"190103001","190103001","51841","51841","LICEO EMIRO FUENMAYOR","2337","1804","1168","636","0","0","1804","64.75","35.25","77.19","Computarizado","https://web.archive.org/web/20071114062850id_/http://www.esdata.info:80/centro/51841"
"190104001","190104001","51630","51630","UNIDAD BAS.FRANCISCA AREVALO","2093","1458","914","544","0","0","1458","62.69","37.31","69.66","Computarizado","https://web.archive.org/web/20080110045247id_/http://www.esdata.info:80/centro/51630"
"190104003","190104003","51650","51650","ESCUELA ESTADAL NO 284","404","331","225","106","0","1","332","67.98","32.02","82.18","Manual","https://web.archive.org/web/20071205223138id_/http://www.esdata.info:80/centro/51650"
"190201001","190201001","52040","52040","LICEO JUAN BAUTISTA DALLA COSTA","4550","3186","1682","1504","0","0","3186","52.79","47.21","70.02","Computarizado","https://web.archive.org/web/20071123051914id_/http://www.esdata.info:80/centro/52040"
"190201003","190201003","52050","52050","U.EDUC.NAC.SALVANO VELAZCO","1178","875","648","227","0","0","875","74.06","25.94","74.28","Computarizado","https://web.archive.org/web/20071204035226id_/http://esdata.info:80/centro/52050"
"190201004","190201004","52060","52060","U.E.EST.DR.LEONARDO RUIZ PINEDA","2488","1875","1105","770","0","0","1875","58.93","41.07","75.36","Computarizado","https://web.archive.org/web/20071121051030id_/http://www.esdata.info:80/centro/52060"
"190201005","190201005","52080","52080","U.E.EST.GRA-LA MILLA","517","353","243","110","0","1","354","68.84","31.16","68.47","Manual","https://web.archive.org/web/20080108044514id_/http://www.esdata.info:80/centro/52080"
"190201006","190201006","52090","52090","ESC.NAC.CONC.NO 2597-3215-S-N","232","126","102","24","0","2","128","80.95","19.05","55.17","Manual","https://web.archive.org/web/20071114062857id_/http://www.esdata.info:80/centro/52090"
"190201007","190201007","52100","52100","ESCUELA NACIONAL NO 866","161","70","51","19","0","2","72","72.86","27.14","44.72","Manual","https://web.archive.org/web/20080108044519id_/http://www.esdata.info:80/centro/52100"
"190201008","190201008","52110","52110","ESC.EST.CONC.NO 491-S-N-S-N","234","87","79","8","0","5","92","90.8","9.2","39.32","Manual","https://web.archive.org/web/20080108044524id_/http://www.esdata.info:80/centro/52110"
"190201009","190201009","52120","52120","ESCUELA NACIONAL NO 1422","321","140","103","37","0","19","159","73.57","26.43","49.53","Manual","https://web.archive.org/web/20071205230047id_/http://www.esdata.info:80/centro/52120"
"190201010","190201010","52130","52130","ESC.NAC.UNITARIA S-N","242","141","126","15","0","1","142","89.36","10.64","58.68","Manual","https://web.archive.org/web/20080108044529id_/http://www.esdata.info:80/centro/52130"
"190201011","190201011","52140","52140","U.E.NAC.GRD.MITICIN","1082","795","576","219","0","0","795","72.45","27.55","73.48","Computarizado","https://web.archive.org/web/20071231121251id_/http://www.esdata.info:80/centro/52140"
"190201012","190201012","52150","52150","ESC.EST.CONC.NO 65-430-569-713","426","273","165","108","0","2","275","60.44","39.56","64.55","Manual","https://web.archive.org/web/20071117083251id_/http://www.esdata.info:80/centro/52150"
"190201013","190201013","52170","52170","ESC.EST.CONC.414-510-56-S-N","662","385","314","71","0","22","407","81.56","18.44","61.48","Manual","https://web.archive.org/web/20080108044534id_/http://www.esdata.info:80/centro/52170"
"190201014","190201014","52220","52220","ESC.EST.UNITARIA NO491","87","50","33","17","0","8","58","66","34","66.67","Manual","https://web.archive.org/web/20080108044541id_/http://www.esdata.info:80/centro/52220"
"190202002","190202002","52230","52230","U.EDUC.EST.AMERICA F.DE LEONI","2397","1677","1024","653","0","0","1677","61.06","38.94","69.96","Computarizado","https://web.archive.org/web/20071231050724id_/http://www.esdata.info:80/centro/52230"
"190202003","190202003","52240","52240","ESC EST UNIT NRO 60","592","396","298","98","0","6","402","75.25","24.75","67.91","Manual","https://web.archive.org/web/20080101173242id_/http://www.esdata.info:80/centro/52240"
"190202004","190202004","52250","52250","GRUPO ESCOLAR MAXIMO SAAVEDRA","3340","2353","1244","1109","0","0","2353","52.87","47.13","70.45","Computarizado","https://web.archive.org/web/20071123144149id_/http://www.esdata.info:80/centro/52250"
"190202005","190202005","52270","52270","U.E.M.P.JOSE DE JESUS ESPINOSA","1488","1153","783","370","0","0","1153","67.91","32.09","77.49","Computarizado","https://web.archive.org/web/20071125114238id_/http://www.esdata.info:80/centro/52270"
"190202006","190202006","52280","52280","U.B.NAC.MONSE","2868","2015","1211","804","0","0","2015","60.1","39.9","70.26","Computarizado","https://web.archive.org/web/20071127083929id_/http://www.esdata.info:80/centro/52280"
"190202007","190202007","52285","52285","E. BOLIVARIANA LOS PANTANOS","213","185","145","40","0","3","188","78.38","21.62","88.26","Manual","https://web.archive.org/web/20071114013304id_/http://www.esdata.info:80/centro/52285"
"190202008","190202008","52300","52300","ESC.NAC.CONC.NO 2643-S-N-S-N","1041","757","595","162","0","36","793","78.6","21.4","76.18","Manual","https://web.archive.org/web/20080126121727id_/http://esdata.info:80/centro/52300"
"190203001","190203001","52330","52330","U.E.M.GRD DR.CARLOS BARAZARTE","1793","1335","956","379","0","12","1347","71.61","28.39","75.13","Manual","https://web.archive.org/web/20071204034725id_/http://esdata.info:80/centro/52330"
"190203002","190203002","52340","52340","ESC EST ALBERTO CARNEVALI NRO 315","567","408","316","92","0","2","410","77.45","22.55","72.31","Manual","https://web.archive.org/web/20080101173247id_/http://www.esdata.info:80/centro/52340"
"190203003","190203003","52350","52350","ESC.EST.CONC.NO 274-419-S-N","223","114","102","12","0","2","116","89.47","10.53","52.02","Manual","https://web.archive.org/web/20071231070705id_/http://www.esdata.info:80/centro/52350"
"190204001","190204001","52360","52360","U.E.N.CARACCIOLO PARRA OLMEDO","1437","991","728","263","0","0","991","73.46","26.54","68.96","Computarizado","https://web.archive.org/web/20071231070710id_/http://www.esdata.info:80/centro/52360"
"190204003","190204003","52370","52370","ESC EST CONC RIO NEGRO II 18","296","194","188","6","0","0","194","96.91","3.09","65.54","Manual","https://web.archive.org/web/20071231080158id_/http://www.esdata.info:80/centro/52370"
"190205001","190205001","52400","52400","U.E.PADRE DURAN","1392","988","712","276","0","0","988","72.06","27.94","70.98","Computarizado","https://web.archive.org/web/20080101173252id_/http://www.esdata.info:80/centro/52400"
"190206003","190206003","52560","52560","ESCUELA ESTADAL NO 31","350","211","196","15","0","0","211","92.89","7.11","60.29","Manual","https://web.archive.org/web/20071114071603id_/http://www.esdata.info:80/centro/52560"
"190207001","190207001","52620","52620","U.B.PRESBITERO JOSE R.GAMBOA","1623","1069","806","263","0","0","1069","75.4","24.6","65.87","Computarizado","https://web.archive.org/web/20071204034730id_/http://esdata.info:80/centro/52620"
"190207002","190207002","52630","52630","ESCUELA ESTADAL NO 47","113","50","37","13","0","0","50","74","26","44.25","Manual","https://web.archive.org/web/20071114011435id_/http://www.esdata.info:80/centro/52630"
"190207003","190207003","52640","52640","ESCUELA ESTADAL N 276","56","18","8","10","0","0","18","44.44","55.56","32.14","Manual","https://web.archive.org/web/20071114012531id_/http://www.esdata.info:80/centro/52640"
"190207004","190207004","52650","52650","ESCUELA NACIONAL NO 869","235","164","101","63","0","5","169","61.59","38.41","71.91","Manual","https://web.archive.org/web/20080107031045id_/http://www.esdata.info:80/centro/52650"
"190207007","190207007","52700","52700","ESC EST SN","153","82","81","1","0","0","82","98.78","1.22","53.59","Manual","https://web.archive.org/web/20071114012536id_/http://www.esdata.info:80/centro/52700"
"190207008","190207008","52710","52710","ESCUELA GRADUADA MIGUEL JOSE SANZ","514","308","258","50","0","2","310","83.77","16.23","60.31","Manual","https://web.archive.org/web/20080126100503id_/http://www.esdata.info:80/centro/52710"
"190208001","190208001","52730","52730","E.B.MAXIMO SAAVEDRA","636","439","262","177","0","0","439","59.68","40.32","69.03","Computarizado","https://web.archive.org/web/20080226231823id_/http://www.esdata.info:80/centro/52730"
"190208005","190208005","52770","52770","ESCUELA MUNICIPAL ESTADAL","177","145","131","14","0","6","151","90.34","9.66","85.31","Manual","https://web.archive.org/web/20080124161033id_/http://esdata.info:80/centro/52770"
"190208006","190208006","52780","52780","ESCUELA NACIONAL NO 1333","248","123","98","25","0","4","127","79.67","20.33","51.21","Manual","https://web.archive.org/web/20080226231828id_/http://www.esdata.info:80/centro/52780"
"190208007","190208007","52790","52790","ESCUELA GRADUADA CECILIO ACOSTA","565","365","320","45","0","13","378","87.67","12.33","66.9","Manual","https://web.archive.org/web/20071210124619id_/http://www.esdata.info:80/centro/52790"
"190209001","190209001","52810","52810","U.B.DR.EUSEBIO BAPTISTA.","819","569","355","214","0","0","569","62.39","37.61","69.47","Computarizado","https://web.archive.org/web/20071205223148id_/http://www.esdata.info:80/centro/52810"
"190209002","190209002","52820","52820","ESCUELA ESTADAL SUPERNUMERARIA","595","386","356","30","0","20","406","92.23","7.77","68.24","Manual","https://web.archive.org/web/20080124195618id_/http://esdata.info:80/centro/52820"
"190209004","190209004","52840","52840","ESCUELA ESTADAL SUPERNUMERARIA","90","50","43","7","0","9","59","86","14","65.56","Manual","https://web.archive.org/web/20071205230052id_/http://www.esdata.info:80/centro/52840"
"190210001","190210001","52900","52900","GRUPO ESCOLAR ARMANDO MADRID","1106","759","684","75","0","0","759","90.12","9.88","68.63","Computarizado","https://web.archive.org/web/20080124195623id_/http://esdata.info:80/centro/52900"
"190210003","190210003","52910","52910","ESCUELA ESTADAL NO 220","293","233","228","5","0","1","234","97.85","2.15","79.86","Manual","https://web.archive.org/web/20080101173302id_/http://www.esdata.info:80/centro/52910"
"190211001","190211001","52180","52180","ESC.EST.UNITARIA S-N","159","66","65","1","0","0","66","98.48","1.52","41.51","Manual","https://web.archive.org/web/20071231064545id_/http://www.esdata.info:80/centro/52180"
"190211002","190211002","52190","52190","ESC.EST.UNITARIA S-N","605","388","377","11","0","3","391","97.16","2.84","64.63","Manual","https://web.archive.org/web/20071114073651id_/http://www.esdata.info:80/centro/52190"
"190212001","190212001","52200","52200","ESC.EST.CONCENTRADAS","540","373","332","41","0","2","375","89.01","10.99","69.44","Manual","https://web.archive.org/web/20071114073656id_/http://www.esdata.info:80/centro/52200"
"190301001","190301001","53200","53200","U.EDUCATIVA DR.ERNTS","2314","1575","881","694","0","0","1575","55.94","44.06","68.06","Computarizado","https://web.archive.org/web/20080110045257id_/http://www.esdata.info:80/centro/53200"
"190301003","190301003","53210","53210","LICEO JUAN A ROMAN","1878","1285","757","528","0","0","1285","58.91","41.09","68.42","Computarizado","https://web.archive.org/web/20071205112929id_/http://www.esdata.info:80/centro/53210"
"190301004","190301004","53220","53220","ESCUELA NACIONAL GRADUADA LA PLAYA","591","408","223","185","0","0","408","54.66","45.34","69.04","Computarizado","https://web.archive.org/web/20080124161044id_/http://esdata.info:80/centro/53220"
"190301005","190301005","53230","53230","CONSENTRACION ESCOLAR LA MORITA","298","200","158","42","0","4","204","79","21","68.46","Manual","https://web.archive.org/web/20080112183803id_/http://www.esdata.info:80/centro/53230"
"190301006","190301006","53240","53240","ESCUELA ESTADAL SN","229","137","87","50","0","1","138","63.5","36.5","60.26","Manual","https://web.archive.org/web/20080126121742id_/http://esdata.info:80/centro/53240"
"190302002","190302002","53680","53680","ESC CONC ESTADAL","350","232","214","18","0","5","237","92.24","7.76","67.71","Manual","https://web.archive.org/web/20071114071618id_/http://www.esdata.info:80/centro/53680"
"190302003","190302003","53690","53690","ESC NAC S/N","111","74","41","33","0","8","82","55.41","44.59","73.87","Manual","https://web.archive.org/web/20080226140944id_/http://esdata.info:80/centro/53690"
"190302005","190302005","53710","53710","ESCUELA ESTADAL NO 322","233","153","132","21","0","1","154","86.27","13.73","66.09","Manual","https://web.archive.org/web/20080226120906id_/http://esdata.info:80/centro/53710"
"190302008","190302008","53740","53740","ESC CONC ESTADAL S/N","324","208","202","6","0","4","212","97.12","2.88","65.43","Manual","https://web.archive.org/web/20080208164212id_/http://www.esdata.info:80/centro/53740"
"190303002","190303002","53515","53515","LICEO ANTONIO JOS SALDIVIA DE CUICAS","1410","903","566","337","0","0","903","62.68","37.32","64.04","Computarizado","https://web.archive.org/web/20071114003824id_/http://www.esdata.info:80/centro/53515"
"190303003","190303003","53520","53520","ESCUELA NACIONAL JOSE E FERNANDEZ","208","107","96","11","0","15","122","89.72","10.28","58.65","Manual","https://web.archive.org/web/20071114012002id_/http://www.esdata.info:80/centro/53520"
"190303009","190303009","53580","53580","UNI EDUC BAS CONC NRO 207-238","201","116","85","31","0","9","125","73.28","26.72","62.19","Manual","https://web.archive.org/web/20071114062902id_/http://www.esdata.info:80/centro/53580"
"190303010","190303010","53590","53590","ESCUELA GRADUADA JAPAZ","354","224","126","98","0","2","226","56.25","43.75","63.84","Manual","https://web.archive.org/web/20071205112939id_/http://www.esdata.info:80/centro/53590"
"190304001","190304001","53600","53600","U E MIGUEL ENRIQUE GUDI#O","655","496","404","92","0","15","511","81.45","18.55","78.02","Manual","https://web.archive.org/web/20080101035149id_/http://www.esdata.info:80/centro/53600"
"190304003","190304003","53650","53650","ESCUELA ESTADAL NO 12","219","166","141","25","0","4","170","84.94","15.06","77.63","Manual","https://web.archive.org/web/20080110081910id_/http://www.esdata.info:80/centro/53650"
"190305001","190305001","53290","53290","E G E A#O INTERNAC DEL NI#O","661","445","311","134","0","0","445","69.89","30.11","67.32","Computarizado","https://web.archive.org/web/20080101173307id_/http://www.esdata.info:80/centro/53290"
"190401001","190401001","53790","53790","UNIDAD BAS EDUARDO BLANCO","5507","4039","2505","1534","0","0","4039","62.02","37.98","73.34","Computarizado","https://web.archive.org/web/20071124052819id_/http://www.esdata.info:80/centro/53790"
"190401008","190401008","53811","53811","UNIDAD BASICA IGNACIO CARRASQUERO","1678","1317","902","415","0","0","1317","68.49","31.51","78.49","Computarizado","https://web.archive.org/web/20080101173312id_/http://www.esdata.info:80/centro/53811"
"190402001","190402001","54110","54110","GRUPO ESCOLAR NEPTALI VALERA HURTADO","2691","2000","1129","871","0","0","2000","56.45","43.55","74.32","Computarizado","https://web.archive.org/web/20071125210937id_/http://www.esdata.info:80/centro/54110"
"190402002","190402002","54120","54120","ESC.EST.CONC.NO123","340","246","177","69","0","1","247","71.95","28.05","72.65","Manual","https://web.archive.org/web/20080110135805id_/http://www.esdata.info:80/centro/54120"
"190402003","190402003","54130","54130","ESC ESTADAL EL COROZO","269","194","128","66","0","6","200","65.98","34.02","74.35","Manual","https://web.archive.org/web/20080224135641id_/http://esdata.info:80/centro/54130"
"190403001","190403001","53870","53870","GRUPO ESCOLAR ESTEBAN RASQUIN","826","638","331","307","0","0","638","51.88","48.12","77.24","Computarizado","https://web.archive.org/web/20080112025355id_/http://www.esdata.info:80/centro/53870"
"190403003","190403003","53890","53890","ESCUELA ESTADAL NO 398","206","166","93","73","0","6","172","56.02","43.98","83.5","Manual","https://web.archive.org/web/20080311222931id_/http://www.esdata.info:80/centro/53890"
"190403004","190403004","53910","53910","NUCLEO R CREAC SABANA LIBRE","429","335","163","172","0","3","338","48.66","51.34","78.79","Manual","https://web.archive.org/web/20080305233353id_/http://www.esdata.info:80/centro/53910"
"190404001","190404001","53840","53840","UNID EDUC RURAL LA MATA","1221","940","610","330","0","0","940","64.89","35.11","76.99","Computarizado","https://web.archive.org/web/20080213123701id_/http://www.esdata.info:80/centro/53840"
"190404002","190404002","53850","53850","UNID EDUC QUEVEDO","249","194","127","67","0","3","197","65.46","34.54","79.12","Manual","https://web.archive.org/web/20080224130809id_/http://www.esdata.info:80/centro/53850"
"190501001","190501001","54140","54140","ESC.BAS.BRICE#O VALERO","2113","1641","1026","615","0","0","1641","62.52","37.48","77.66","Computarizado","https://web.archive.org/web/20080110081920id_/http://www.esdata.info:80/centro/54140"
"190501003","190501003","54150","54150","CARCEL NACIONAL","458","221","189","32","0","2","223","85.52","14.48","48.69","Manual","https://web.archive.org/web/20080126100523id_/http://www.esdata.info:80/centro/54150"
