codigo_centro,codigo_cne_nuevo,codigo_viejo,codigo_cne_viejo,nombre_centro,num_electores,num_mesas,votos_validos,votos_gobierno,votos_oposicion,votos_otros,votos_nulos,total_votos,pct_gobierno,pct_oposicion,participacion,fuente_url
140902001,140902001,39790,39790,GRUPO ESCOLAR LIBERTADOR,1416,3,1075,504,571,0,17,1092,46.88,53.12,77.12,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
140902002,140902002,39791,39791,ESC 15 DE ENERO PUEBLO LIBRE,864,2,611,472,139,0,5,616,77.25,22.75,71.3,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
140902003,140902003,39830,39830,ESCUELA BASICA LEONARDO RUIZ PINEDA,2080,4,1398,969,429,0,16,1414,69.31,30.69,67.98,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
140902004,140902004,39840,39840,ESCUELA BASICA ANDRES ELOY BLANCO,2575,5,1627,1227,400,0,11,1638,75.41,24.59,63.61,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
140902005,140902005,39841,39841,ESCUELA BASICA BOLIVARIANA PUENTE PUNCERES,718,2,490,367,123,0,8,498,74.9,25.1,69.36,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
140902006,140902006,39843,39843,CLUB JUAN VICENTE GONZALEZ,1173,2,928,487,441,0,10,938,52.48,47.52,79.97,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
140902007,140902007,39860,39860,ESCUELA BASICA RAFAEL URDANETA,496,1,324,279,45,0,3,327,86.11,13.89,65.93,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
140902008,140902008,39870,39870,ESCUELA PUENTE PUNCERES N 101,415,1,239,179,60,0,2,241,74.9,25.1,58.07,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141001001,141001001,41220,41220,ESCUELA BASICA URIAPARA,2873,5,1617,1015,602,0,10,1627,62.77,37.23,56.63,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141001002,141001002,41222,41222,JARDIN DE INFANCIA BOLIVARIANO URIAPARA,1218,3,682,431,251,0,14,696,63.2,36.8,57.14,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141001003,141001003,41230,41230,ESC BAS FLORENTINO MONTERO ARIAS,2291,4,1340,869,471,0,14,1354,64.85,35.15,59.1,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141001004,141001004,41240,41240,ESCUELA BASICA CONCT N 7,142,1,78,30,48,0,2,80,38.46,61.54,56.34,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141001006,141001006,41260,41260,ESC UNIT 307 332,347,1,163,125,38,0,1,164,76.69,23.31,47.26,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141001007,141001007,41271,41271,ESC BAS BLANCA GUEVARA DE BALAN,2884,5,1704,1156,548,0,22,1726,67.84,32.16,59.85,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141001008,141001008,41440,41440,ESCUELA UNITARIA 93 PUNTA DE PIEDRA,153,1,55,43,12,0,1,56,78.18,21.82,36.6,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141001009,141001009,41221,41221,ESCUELA ESTADAL 416 BAJO HONDO,208,1,111,63,48,0,5,116,56.76,43.24,55.77,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141002001,141002001,41380,41380,ESCUELA BASICA ALARICO GOMEZ,2888,5,1612,1374,238,0,25,1637,85.24,14.76,56.68,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141002002,141002002,41430,41430,ESC UNIT 320-419 VARADERO DE LIMONES,450,1,243,207,36,0,8,251,85.19,14.81,55.78,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141002003,141002003,41450,41450,ESC UNIT NRO 301 LOS BARRANCOS DE F,550,1,324,249,75,0,4,328,76.85,23.15,59.64,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141002004,141002004,41381,41381,ESCUELA 417 SAN ROQUE,86,1,63,53,10,0,2,65,84.13,15.87,75.58,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141002005,141002005,41382,41382,ESCUELA 415 UVERITO,207,1,162,130,32,0,7,169,80.25,19.75,81.64,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141101001,141101001,40250,40250,ESCUELA NACIONAL ANTONIO CILIBERTO PEREZ,2296,4,1714,1233,481,0,15,1729,71.94,28.06,75.3,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141101002,141101002,40251,40251,CENTRO CULTURAL,1654,3,1137,748,389,0,14,1151,65.79,34.21,69.59,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141101003,141101003,40252,40252,UNIDAD EDUCATIVA FE Y ALEGRIA,1151,2,845,630,215,0,24,869,74.56,25.44,75.5,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141101004,141101004,40260,40260,ESCUELA BASICA BOLIVARIANA ALTAMIRA,1002,2,686,541,145,0,9,695,78.86,21.14,69.36,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141101005,141101005,40270,40270,ESCUELA BASICA EL CARO,708,2,431,365,66,0,0,431,84.69,15.31,60.88,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141101006,141101006,40290,40290,ESCUELA BASICA CONCT LA PULVIA,509,1,362,305,57,0,7,369,84.25,15.75,72.5,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141101007,141101007,40300,40300,ESCUELA BASICA CONCT PERIQUITO,627,2,232,146,86,0,0,232,62.93,37.07,37.0,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141101008,141101008,40310,40310,ESCUELA BASICA UNIT SAN JOSE DE —ATO,579,1,397,262,135,0,2,399,65.99,34.01,68.91,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141101009,141101009,40320,40320,ESCUELA BASICA BOLIVARIANA LAS GAVIOTAS,462,1,325,253,72,0,0,325,77.85,22.15,70.35,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141101010,141101010,40330,40330,ESCUELA BASICA CONCT LA INGLESA,542,1,326,199,127,0,4,330,61.04,38.96,60.89,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141101011,141101011,41040,41040,ESCUELA BASICA CONCT BOCAS DE TONORO,324,1,233,183,50,0,8,241,78.54,21.46,74.38,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141201001,141201001,41010,41010,GPO ESC JUAN VICENTE BOLIVAR,2663,5,1858,1158,700,0,26,1884,62.33,37.67,70.75,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141201002,141201002,41011,41011,LICEO BENJAMIN BRICENO MARTIN,2106,4,1515,1018,497,0,9,1524,67.19,32.81,72.36,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141201003,141201003,41012,41012,KINDER ARNOLDO GABALDON,967,2,673,428,245,0,6,679,63.6,36.4,70.22,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141201004,141201004,41030,41030,ESC UNIT NO 207,723,2,505,351,154,0,3,508,69.5,30.5,70.26,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141201005,141201005,41013,41013,ESCUELA BOLIVARIANA ARNOLDO GABALDON,447,1,330,230,100,0,2,332,69.7,30.3,74.27,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141301001,141301001,41367,41367,JARDIN DE INFANCIA BOLIVARIANO LOMAS DEL VIENTO,739,2,561,292,269,0,7,568,52.05,47.95,76.86,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141301002,141301002,41370,41370,ESCUELA BASICA BOLIVARIANA CHAIMA,2800,5,2106,1039,1067,0,25,2131,49.34,50.66,76.11,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141301003,141301003,41390,41390,MEDICATURA RURAL PALOMA DE CHAMBERY,162,1,122,46,76,0,1,123,37.7,62.3,75.93,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141301004,141301004,41400,41400,ESCUELA UNITARIA NO 318-319,301,1,205,114,91,0,2,207,55.61,44.39,68.77,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141301005,141301005,41410,41410,ESCUELA BASICA UNITARIA 423,293,1,193,75,118,0,2,195,38.86,61.14,66.55,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141301006,141301006,41420,41420,ESCUELA BASICA BOLIVARIANA PASO NUEVO,525,1,355,181,174,0,7,362,50.99,49.01,68.95,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141301007,141301007,41460,41460,JARDIN DE INFANCIA BOLIVARIANO JOSE FELIX RIVAS,601,2,425,146,279,0,5,430,34.35,65.65,71.55,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141301008,141301008,41470,41470,ESCUELA UNITARIA 1026-1017,409,1,289,135,154,0,4,293,46.71,53.29,71.64,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
141301009,141301009,41480,41480,ESCUELA UNITARIA NO 315,345,1,244,146,98,0,6,250,59.84,40.16,72.46,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150101001,150101001,41610,41610,UNIDAD EDUCATIVA BOLIVARIANA LUISA CACERES DE ARISMENDI,2368,5,1696,650,1046,0,13,1709,38.33,61.67,72.17,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150101002,150101002,41611,41611,UNIDAD EDUCATIVA LICEO BOLIVARIANO DR. FRANCISCO ANTONIO RISQUEZ,1336,3,1016,353,663,0,4,1020,34.74,65.26,76.35,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150101003,150101003,41612,41612,CENTRO DE EDUCACION INICIAL LA ASUNCION,913,2,704,223,481,0,5,709,31.68,68.32,77.66,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150101004,150101004,41620,41620,UNIDAD EDUCATIVA DR. ANDRES ELOY BLANCO,1768,3,1263,533,730,0,7,1270,42.2,57.8,71.83,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150101005,150101005,41621,41621,UNIDAD EDUCATIVA JUAN CANCIO RODRIGUEZ,1727,3,1278,656,622,0,15,1293,51.33,48.67,74.87,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150101006,150101006,41630,41630,UNIDAD EDUCATIVA ENCARNACION RODRIGUEZ DE ROJAS,747,2,471,256,215,0,4,475,54.35,45.65,63.59,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150101007,150101007,41640,41640,UNIDAD EDUCATIVA FRANCISCO ESTEBAN GOMEZ,3701,7,2695,969,1726,0,25,2720,35.96,64.04,73.49,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150101008,150101008,41650,41650,UNIDAD EDUCATIVA RAMONA CARABALLO GUZMAN,1573,3,1189,561,628,0,20,1209,47.18,52.82,76.86,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150101009,150101009,41660,41660,UNIDAD EDUCATIVA RURAL N∫ 30-31,2253,4,1629,574,1055,0,11,1640,35.24,64.76,72.79,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150101010,150101010,41670,41670,UNIDAD EDUCATIVA PROF. JOSE INOCENTE ALFARO,1556,3,1145,529,616,0,12,1157,46.2,53.8,74.36,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150101015,150101015,41614,41614,UNIVERSIDAD NACIONAL ABIERTA,391,1,322,146,176,0,3,325,45.34,54.66,83.12,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150101016,150101016,41671,41671,UNIDAD EDUCATIVA ESPECIAL BOLIVARIANA LUISA C¡CERES DE ARISMENDI,69,1,61,27,34,0,0,61,44.26,55.74,88.41,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150101017,150101017,41672,41672,CENTRO DE EDUCACION INICIAL NUESTRA SE—ORA DEL CARMEN,186,1,142,84,58,0,1,143,59.15,40.85,76.88,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150201001,150201001,41680,41680,UNIDAD EDUCATIVA LICEO BOLIVARIANO FRANCISCO FAJARDO,2474,5,1714,772,942,0,17,1731,45.04,54.96,69.97,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150201002,150201002,41681,41681,UNIDAD EDUCATIVA LICEO BOLIVARIANO GASPAR MARCANO,899,2,682,274,408,0,3,685,40.18,59.82,76.2,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150201003,150201003,41682,41682,UNIDAD EDUCATIVA CESAREA DIAZ DE HERRERA,1162,2,813,342,471,0,10,823,42.07,57.93,70.83,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150201005,150201005,41700,41700,UNIDAD EDUCATIVA ANIBAL LAREZ,3948,7,2626,1511,1115,0,22,2648,57.54,42.46,67.07,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150201006,150201006,41701,41701,UNIDAD EDUCATIVA ESTHELA ZABALA DE SOTO,816,2,575,347,228,0,9,584,60.35,39.65,71.57,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150201007,150201007,41710,41710,UNIDAD EDUCATIVA DO—A EMILIA DE VELASQUEZ,1280,3,892,338,554,0,9,901,37.89,62.11,70.39,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150201008,150201008,41717,41717,CENTRO DE EDUCACION INICIAL LA LAGUNITA,1590,3,1024,632,392,0,18,1042,61.72,38.28,65.53,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150201009,150201009,41720,41720,UNIDAD EDUCATIVA JUANA SALAZAR DE MORENO,640,2,455,240,215,0,4,459,52.75,47.25,71.72,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150201010,150201010,41730,41730,ESCUELA BASICA MARIA AUXILIADORA ZABALA DE MILLAN,1075,2,803,406,397,0,4,807,50.56,49.44,75.07,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150201011,150201011,41740,41740,UNIDAD EDUCATIVA FELICIANO HERNANDEZ,2325,4,1495,778,717,0,7,1502,52.04,47.96,64.6,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150201012,150201012,41741,41741,UNIDAD EDUCATIVA JOAQUINA VELASQUEZ DE ROMERO,1999,4,1368,794,574,0,12,1380,58.04,41.96,69.03,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150201014,150201014,41683,41683,CENTRO DE EDUCACION INICIAL MARIA GUEVARA,1456,3,1104,771,333,0,11,1115,69.84,30.16,76.58,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150201015,150201015,41684,41684,CENTRO DE EDUCACION INICIAL YNES MERCEDES SALAZAR DE RONDON,485,1,322,189,133,0,3,325,58.7,41.3,67.01,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150201016,150201016,41916,41916,CENTRO DE EDUCACI”N INICIAL PREBISTERO MONSE—OR JOS… ANTONIO C”NSTENLA GARRIDO,190,1,153,104,49,0,1,154,67.97,32.03,81.05,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150201017,150201017,41917,41917,ESCUELA AGROPECUARIA SIMON BOLIVAR,883,2,607,357,250,0,5,612,58.81,41.19,69.31,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150201018,150201018,41918,41918,CENTRO DE EDUCACION INICIAL SIMONCITO NEGRA MATEA,1693,3,1255,640,615,0,8,1263,51.0,49.0,74.6,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150202001,150202001,41900,41900,UNIDAD EDUCATIVA MIGUEL SUNIAGA,3580,7,2343,1312,1031,0,25,2368,56.0,44.0,66.15,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150202002,150202002,41901,41901,CENTRO DE EDUCACION INICIAL MIGUEL SUNIAGA,2583,5,1618,973,645,0,19,1637,60.14,39.86,63.38,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150202003,150202003,41910,41910,UNIDAD EDUCATIVA PROF. ASCANIO J VELASQUEZ,2173,4,1378,877,501,0,19,1397,63.64,36.36,64.29,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150202004,150202004,41925,41925,UNIDAD EDUCATIVA LICEO BOLIVARIANO LA GUARDIA,1099,2,686,432,254,0,3,689,62.97,37.03,62.69,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150301001,150301001,41940,41940,UNIDAD EDUCATIVA BOLIVARIANA MATASIETE,3440,6,2428,1252,1176,0,15,2443,51.57,48.43,71.02,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150301003,150301003,41970,41970,UNIDAD EDUCATIVA JOSE RAMON LOPEZ VELASQUEZ,885,2,651,405,246,0,3,654,62.21,37.79,73.9,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150301004,150301004,41941,41941,UNIDAD EDUCATIVA LICEO BOLIVARIANO RICARDO MARQUEZ MORENO,567,1,409,258,151,0,3,412,63.08,36.92,72.66,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150301005,150301005,41971,41971,CENTRO DE EDUCACION INICIAL SIMONCITO MAESTRO JESUS MANUEL MARIN,3256,6,2372,1517,855,0,26,2398,63.95,36.05,73.65,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150302001,150302001,41920,41920,UNIDAD EDUCATIVA BOLIVARIANA NAPOLEON NARVAEZ,1807,4,1370,658,712,0,6,1376,48.03,51.97,76.15,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150302002,150302002,41930,41930,UNIDAD EDUCATIVA CRUZ MILLAN GARCIA,1915,4,1382,743,639,0,7,1389,53.76,46.24,72.53,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150303001,150303001,41980,41980,ESCUELA BASICA BOLIVARIANA JUAN BAUTISTA ARISMENDI,3012,6,2211,1086,1125,0,11,2222,49.12,50.88,73.77,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150303002,150303002,41990,41990,UNIDAD EDUCATIVA CONCENTRADA N∫ 24,333,1,265,155,110,0,2,267,58.49,41.51,80.18,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150303003,150303003,42001,42001,UNIDAD EDUCATIVA BOLIVARIANA CONCENTRADA EL SALADO,90,1,73,40,33,0,1,74,54.79,45.21,82.22,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150304001,150304001,41950,41950,UNIDAD EDUCATIVA BOLIVARIANA APOLINAR FIGUEROA CORONADO,1530,3,1214,621,593,0,7,1221,51.15,48.85,79.8,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150305001,150305001,41975,41975,UNIDAD EDUCATIVA NUESTRA SE—ORA DE ALTAGRACIA,2351,5,1504,743,761,0,11,1515,49.4,50.6,64.44,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150305002,150305002,42000,42000,UNIDAD EDUCATIVA BOLIVARIANA JOSE CORTES DE MADARIAGA,3039,6,1965,985,980,0,17,1982,50.13,49.87,65.22,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150305003,150305003,41976,41976,CENTRO DE EDUCACION INICIAL JOSE CORTES DE MADARIAGA,780,2,546,370,176,0,3,549,67.77,32.23,70.38,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150401001,150401001,42030,42030,UNIDAD EDUCATIVA JOSE JOAQUIN DE OLMEDO,3301,6,2280,823,1457,0,10,2290,36.1,63.9,69.37,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150401002,150401002,42031,42031,UNIDAD EDUCATIVA LUISA ROSAS DE VELASQUEZ,3886,7,2746,1273,1473,0,24,2770,46.36,53.64,71.28,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150401004,150401004,42040,42040,UNIDAD EDUCATIVA CASTA JOSEFINA SALAZAR DE LOPEZ,1644,3,1135,622,513,0,2,1137,54.8,45.2,69.16,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150401005,150401005,42045,42045,UNIDAD EDUCATIVA CRISTO DEL BUEN VIAJE,1971,4,1353,486,867,0,6,1359,35.92,64.08,68.95,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150401006,150401006,42050,42050,UNIDAD EDUCATIVA JOSE CONCEPCION SALCEDO AVILA,1141,2,747,366,381,0,14,761,49.0,51.0,66.7,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150401007,150401007,42033,42033,CENTRO DE EDUCACION INICIAL PAMPATAR,519,1,337,174,163,0,4,341,51.63,48.37,65.7,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150401008,150401008,42051,42051,UNIDAD EDUCATIVA BOLIVARIANA PETRA SU¡REZ DE PI—ERUA,245,1,216,124,92,0,1,217,57.41,42.59,88.57,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150401009,150401009,42052,42052,BIBLIOTECA ROSAURA ROSA ACOSTA,1255,3,826,286,540,0,6,832,34.62,65.38,66.29,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150402001,150402001,42010,42010,UNIDAD EDUCATIVA VICTOR CEDE—O,3359,6,2323,773,1550,0,9,2332,33.28,66.72,69.43,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150402002,150402002,42011,42011,UNIDAD EDUCATIVA INSTITUTO SURAMERICANO LIBRE APRENDIZAJE (ISLA),2076,4,1496,224,1272,0,6,1502,14.97,85.03,72.35,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150402003,150402003,42012,42012,CASA DE LA CULTURA JUAN FERMIN MILLAN,2857,5,2137,728,1409,0,21,2158,34.07,65.93,75.53,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150402004,150402004,42013,42013,UNIDAD EDUCATIVA COLEGIO MADRE GUADALUPE,3545,7,2628,428,2200,0,13,2641,16.29,83.71,74.5,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150402005,150402005,42014,42014,UNIDAD EDUCATIVA LICEO BOLIVARIANO JOSE AUGUSTO DE LEON,2087,4,1404,474,930,0,14,1418,33.76,66.24,67.94,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150402006,150402006,42020,42020,UNIDAD EDUCATIVA PROF. JESUS MANUEL SUBERO,1595,3,1107,342,765,0,9,1116,30.89,69.11,69.97,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150402007,150402007,42015,42015,UNIDAD EDUCATIVA EL ANGEL,609,2,460,64,396,0,6,466,13.91,86.09,76.52,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150402008,150402008,42021,42021,UNIDAD EDUCATIVA INSTITUTO MARIA AUXILIADORA I,34,1,22,10,12,0,0,22,45.45,54.55,64.71,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150402009,150402009,42022,42022,UNIDAD EDUCATIVA INSTITUTO MARIA AUXILIADORA II,43,1,37,7,30,0,0,37,18.92,81.08,86.05,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
150402010,150402010,42023,42023,UNIDAD EDUCATIVA INSTITUTO EDUCATIVO RENACER,74,1,60,10,50,0,0,60,16.67,83.33,81.08,https://web.archive.org/web/20101006061251id_/http://esdata.info/resultados/ENMIENDA2009_2boletin.xls.zip
