codigo_centro,codigo_cne_original,nombre_centro,estado,municipio,parroquia,num_mesas,electores_inscritos,votantes,votos_validos,votos_nulos,votos_gobierno,votos_oposicion,votos_otros,votos_falcon,votos_bertucci_quijada,pct_gobierno,pct_oposicion,pct_otros,participacion,detalle_otros_json,fuente,doi,corte_fuente
110202036,110202036,CENTRO PREESCOLAR MADRE TERESA DE CALCUTA,LARA,IRIBARREN,LA CONCEPCION,2,1160,271,269,2,171,81,17,81,17,63.568773,30.111524,6.319703,23.362069,"{""bertucci_quijada"":17,""falcon"":81}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202037,110202037,ESCUELA NACIONAL PABLO JOSE ALVAREZ,LARA,IRIBARREN,LA CONCEPCION,2,1430,447,426,21,258,134,34,134,34,60.56338,31.455399,7.981221,31.258741,"{""bertucci_quijada"":34,""falcon"":134}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202038,110202038,CICLO BASICO EZEQUIEL BUJANDA,LARA,IRIBARREN,LA CONCEPCION,4,3093,1171,1142,29,614,440,88,440,88,53.765324,38.528897,7.705779,37.859683,"{""bertucci_quijada"":88,""falcon"":440}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202039,110202039,U.E.COLEGIO MARIA AUXILIADORA,LARA,IRIBARREN,LA CONCEPCION,4,2644,706,691,15,420,228,43,228,43,60.781476,32.995658,6.222865,26.701967,"{""bertucci_quijada"":43,""falcon"":228}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202040,110202040,U.E.N. JOSE GIL FORTOUL,LARA,IRIBARREN,LA CONCEPCION,5,3812,1040,1018,22,573,357,88,357,88,56.286837,35.068762,8.644401,27.282267,"{""bertucci_quijada"":88,""falcon"":357}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202041,110202041,CASA DE ABRIGO DOCTOR FORTUNATO ORELLANA,LARA,IRIBARREN,LA CONCEPCION,2,1057,314,302,12,183,104,15,104,15,60.596026,34.437086,4.966887,29.706717,"{""bertucci_quijada"":15,""falcon"":104}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202042,110202042,U.E.N. LIBERTADOR,LARA,IRIBARREN,LA CONCEPCION,2,1086,608,593,15,417,147,29,147,29,70.320405,24.789207,4.890388,55.985267,"{""bertucci_quijada"":29,""falcon"":147}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202043,110202043,ESCUELA NACIONAL INES LUCIA YEPEZ,LARA,IRIBARREN,LA CONCEPCION,3,2221,699,683,16,425,216,42,216,42,62.225476,31.625183,6.149341,31.47231,"{""bertucci_quijada"":42,""falcon"":216}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202045,110202045,LICEO LISANDRO ALVARADO,LARA,IRIBARREN,LA CONCEPCION,4,2656,867,828,39,529,249,50,249,50,63.888889,30.072464,6.038647,32.643072,"{""bertucci_quijada"":50,""falcon"":249}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202046,110202046,CICLO BASICO CONCENTRADO RAFAEL MONASTERIOS,LARA,IRIBARREN,LA CONCEPCION,3,2041,712,691,21,437,197,57,197,57,63.241679,28.509407,8.248915,34.88486,"{""bertucci_quijada"":57,""falcon"":197}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202047,110202047,GRUPO ESCOLAR REPUBLICA DE COSTA RICA,LARA,IRIBARREN,LA CONCEPCION,4,2965,808,779,29,509,210,60,210,60,65.34018,26.957638,7.702182,27.251265,"{""bertucci_quijada"":60,""falcon"":210}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202048,110202048,FUNDACION MUSEO DE BARQUISIMETO,LARA,IRIBARREN,LA CONCEPCION,2,1348,378,358,20,250,90,18,90,18,69.832402,25.139665,5.027933,28.041543,"{""bertucci_quijada"":18,""falcon"":90}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202049,110202049,U.E.I. LA SALLE,LARA,IRIBARREN,LA CONCEPCION,4,2704,864,825,39,463,291,71,291,71,56.121212,35.272727,8.606061,31.952663,"{""bertucci_quijada"":71,""falcon"":291}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202050,110202050,GRUPO ESCOLAR NACIONAL AYACUCHO,LARA,IRIBARREN,LA CONCEPCION,5,3188,837,810,27,457,276,77,276,77,56.419753,34.074074,9.506173,26.254705,"{""bertucci_quijada"":77,""falcon"":276}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202051,110202051,FETRAMAGISTERIO,LARA,IRIBARREN,LA CONCEPCION,1,751,248,237,11,157,62,18,62,18,66.244726,26.160338,7.594937,33.022636,"{""bertucci_quijada"":18,""falcon"":62}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202052,110202052,UNIDAD EDUCATIVA LARA,LARA,IRIBARREN,LA CONCEPCION,3,2216,746,731,15,473,215,43,215,43,64.705882,29.411765,5.882353,33.66426,"{""bertucci_quijada"":43,""falcon"":215}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202053,110202053,FUNDACION MUNICIPAL DEL NIÑO,LARA,IRIBARREN,LA CONCEPCION,2,1000,283,279,4,190,69,20,69,20,68.100358,24.731183,7.168459,28.3,"{""bertucci_quijada"":20,""falcon"":69}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202055,110202055,UNIDAD EDUCATIVA NACIONAL PASTOR OROPEZA,LARA,IRIBARREN,LA CONCEPCION,2,1442,667,648,19,430,181,37,181,37,66.358025,27.932099,5.709877,46.255201,"{""bertucci_quijada"":37,""falcon"":181}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202056,110202056,COLEGIO NACIONAL DE PERIODISTAS,LARA,IRIBARREN,LA CONCEPCION,2,1089,281,275,6,165,88,22,88,22,60.0,32.0,8.0,25.803489,"{""bertucci_quijada"":22,""falcon"":88}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202057,110202057,CENTRO DE EDUCACION INICIAL MI PAPAGAYO VOLADOR,LARA,IRIBARREN,LA CONCEPCION,1,360,200,199,1,146,44,9,44,9,73.366834,22.110553,4.522613,55.555556,"{""bertucci_quijada"":9,""falcon"":44}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202058,110202058,UNIVERSIDAD YACAMBU,LARA,IRIBARREN,LA CONCEPCION,1,391,146,141,5,101,33,7,33,7,71.631206,23.404255,4.964539,37.340153,"{""bertucci_quijada"":7,""falcon"":33}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202059,110202059,ESCUELA BOLIVARIANA SAN VICENTE,LARA,IRIBARREN,LA CONCEPCION,1,734,500,469,31,345,91,33,91,33,73.560768,19.402985,7.036247,68.119891,"{""bertucci_quijada"":33,""falcon"":91}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202060,110202060,CENTRO DE EDUCACION INICIAL SANTUARIO DE AIRE,LARA,IRIBARREN,LA CONCEPCION,1,291,104,97,7,65,24,8,24,8,67.010309,24.742268,8.247423,35.738832,"{""bertucci_quijada"":8,""falcon"":24}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202061,110202061,UNIDAD EDUCATIVA NACIONAL SAN IGNACIO DE LOYOLA,LARA,IRIBARREN,LA CONCEPCION,1,296,83,79,4,61,12,6,12,6,77.21519,15.189873,7.594937,28.040541,"{""bertucci_quijada"":6,""falcon"":12}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202062,110202062,UNIDAD EDUCATIVA COLEGIO GENERAL JOSE TRINIDAD MORAN,LARA,IRIBARREN,LA CONCEPCION,3,1870,956,936,20,530,296,110,296,110,56.623932,31.623932,11.752137,51.122995,"{""bertucci_quijada"":110,""falcon"":296}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202063,110202063,UNIDAD EDUCATIVA COLEGIO MIGUEL DE CERVANTES,LARA,IRIBARREN,LA CONCEPCION,1,454,166,162,4,110,33,19,33,19,67.901235,20.37037,11.728395,36.563877,"{""bertucci_quijada"":19,""falcon"":33}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202064,110202064,UNIDAD EDUCATIVA NACIONAL VICENTE LECUNA,LARA,IRIBARREN,LA CONCEPCION,1,324,112,111,1,59,39,13,39,13,53.153153,35.135135,11.711712,34.567901,"{""bertucci_quijada"":13,""falcon"":39}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202065,110202065,UNIDAD EDUCATIVA NACIONAL OBELISCO 2,LARA,IRIBARREN,LA CONCEPCION,1,520,154,154,0,95,48,11,48,11,61.688312,31.168831,7.142857,29.615385,"{""bertucci_quijada"":11,""falcon"":48}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202066,110202066,CENTRO DE EDUCACION INICIAL EL LIBERTADOR,LARA,IRIBARREN,LA CONCEPCION,1,620,291,285,6,208,64,13,64,13,72.982456,22.45614,4.561404,46.935484,"{""bertucci_quijada"":13,""falcon"":64}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202068,110202068,CENTRO DE EDUCACION INICIAL HAIDEE RAMIREZ,LARA,IRIBARREN,LA CONCEPCION,1,537,288,279,9,182,82,15,82,15,65.232975,29.390681,5.376344,53.631285,"{""bertucci_quijada"":15,""falcon"":82}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110202070,110202070,OFICINAS DEL MINISTERIO DEL PODER POPULAR PARA EL SERVICIO PENITENCIARIO,LARA,IRIBARREN,LA CONCEPCION,2,870,415,411,4,305,84,22,84,22,74.209246,20.437956,5.352798,47.701149,"{""bertucci_quijada"":22,""falcon"":84}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203001,110203001,ESCUELA TECNICA COMERCIAL DOCTOR AMBROSIO PERERA,LARA,IRIBARREN,SANTA ROSA,8,6146,556,537,19,258,239,40,239,40,48.044693,44.506518,7.44879,9.046534,"{""bertucci_quijada"":40,""falcon"":239}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203002,110203002,UNIDAD EDUCATIVA MARIA LEDEZMA,LARA,IRIBARREN,SANTA ROSA,6,4072,1748,1715,33,1155,410,150,410,150,67.346939,23.906706,8.746356,42.927308,"{""bertucci_quijada"":150,""falcon"":410}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203003,110203003,CICLO BASICO NACIONAL EL UJANO,LARA,IRIBARREN,SANTA ROSA,6,4213,1706,1676,30,1058,455,163,455,163,63.126492,27.147971,9.725537,40.49371,"{""bertucci_quijada"":163,""falcon"":455}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203004,110203004,COLEGIO PRIVADO LAS FUENTES,LARA,IRIBARREN,SANTA ROSA,8,5657,580,567,13,285,235,47,235,47,50.26455,41.446208,8.289242,10.252784,"{""bertucci_quijada"":47,""falcon"":235}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203006,110203006,COMEDOR ESCOLAR ANTONIO RAMIREZ,LARA,IRIBARREN,SANTA ROSA,4,2466,765,740,25,471,218,51,218,51,63.648649,29.459459,6.891892,31.021898,"{""bertucci_quijada"":51,""falcon"":218}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203007,110203007,ESCUELA BOLIVARIANA MEDIA JORNADA JUAREZ,LARA,IRIBARREN,SANTA ROSA,10,7134,1308,1287,21,815,387,85,387,85,63.325563,30.06993,6.604507,18.334735,"{""bertucci_quijada"":85,""falcon"":387}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203008,110203008,ESCUELA BOLIVARIANA SANTA ISABEL,LARA,IRIBARREN,SANTA ROSA,5,3543,2026,1994,32,1280,516,198,516,198,64.192578,25.877633,9.929789,57.183178,"{""bertucci_quijada"":198,""falcon"":516}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203009,110203009,UNIDAD EDUCATIVA COLEGIO ANDRES BELLO,LARA,IRIBARREN,SANTA ROSA,7,5282,438,421,17,177,224,20,224,20,42.042755,53.206651,4.750594,8.292314,"{""bertucci_quijada"":20,""falcon"":224}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203010,110203010,ESCUELA ESTADAL GENERAL RAFAEL URDANETA,LARA,IRIBARREN,SANTA ROSA,4,3067,1898,1878,20,1277,407,194,407,194,67.99787,21.671991,10.330138,61.884578,"{""bertucci_quijada"":194,""falcon"":407}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203011,110203011,CENTRO DE EDUCACION INICIAL DRA CLEMENTE BUSTAMANTE,LARA,IRIBARREN,SANTA ROSA,1,766,364,353,11,225,97,31,97,31,63.739377,27.478754,8.78187,47.519582,"{""bertucci_quijada"":31,""falcon"":97}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203012,110203012,ESCUELA BOLIVARIANA CHOROBOBO,LARA,IRIBARREN,SANTA ROSA,2,1084,655,650,5,502,131,17,131,17,77.230769,20.153846,2.615385,60.424354,"{""bertucci_quijada"":17,""falcon"":131}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203013,110203013,ESCUELA BOLIVARIANA YACURAL,LARA,IRIBARREN,SANTA ROSA,3,1613,760,752,8,484,229,39,229,39,64.361702,30.452128,5.18617,47.117173,"{""bertucci_quijada"":39,""falcon"":229}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203014,110203014,ESCUELA NACIONAL GRADUADA VERAGACHA,LARA,IRIBARREN,SANTA ROSA,3,1961,946,934,12,601,300,33,300,33,64.346895,32.119914,3.533191,48.240694,"{""bertucci_quijada"":33,""falcon"":300}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203015,110203015,CENTRO EDUCACION INICIAL ANA SOTO,LARA,IRIBARREN,SANTA ROSA,2,1473,661,649,12,405,175,69,175,69,62.403698,26.964561,10.631741,44.874406,"{""bertucci_quijada"":69,""falcon"":175}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203017,110203017,UNIDAD EDUCATIVA LUIS SANABRIA SANCHEZ,LARA,IRIBARREN,SANTA ROSA,3,2246,1333,1305,28,968,227,110,227,110,74.176245,17.394636,8.429119,59.349955,"{""bertucci_quijada"":110,""falcon"":227}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203018,110203018,UNIDAD EDUCATIVA COLEGIO SAN VICENTE DE PAUL,LARA,IRIBARREN,SANTA ROSA,4,2738,351,334,17,155,143,36,143,36,46.407186,42.814371,10.778443,12.819576,"{""bertucci_quijada"":36,""falcon"":143}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203019,110203019,CENTRO DE EDUCACION INICIAL JOSE GREGORIO BASTIDAS,LARA,IRIBARREN,SANTA ROSA,2,1119,623,605,18,456,100,49,100,49,75.371901,16.528926,8.099174,55.67471,"{""bertucci_quijada"":49,""falcon"":100}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203020,110203020,UNIDAD EDUCATIVA ESPECIAL BOLIVARIANA DE AUDICION Y LENGUAJE ICOAL (INSTITUTO CENTRO-OCCIDENTAL DE AUDICION Y LENGUAJE),LARA,IRIBARREN,SANTA ROSA,2,1549,225,217,8,140,64,13,64,13,64.516129,29.493088,5.990783,14.5255,"{""bertucci_quijada"":13,""falcon"":64}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203021,110203021,FUNDACION CONSERVATORIO VICENTE EMILIO SOJO,LARA,IRIBARREN,SANTA ROSA,2,1249,124,124,0,61,41,22,41,22,49.193548,33.064516,17.741935,9.927942,"{""bertucci_quijada"":22,""falcon"":41}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203022,110203022,TALLER BOLIVARIANO DE EDUCACION ESPECIAL NUEVA SEGOVIA,LARA,IRIBARREN,SANTA ROSA,2,922,445,430,15,275,90,65,90,65,63.953488,20.930233,15.116279,48.264642,"{""bertucci_quijada"":65,""falcon"":90}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203023,110203023,UNIDAD EDUCATIVA COLEGIO RIO CLARO,LARA,IRIBARREN,SANTA ROSA,2,1265,167,166,1,91,61,14,61,14,54.819277,36.746988,8.433735,13.201581,"{""bertucci_quijada"":14,""falcon"":61}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203024,110203024,UNIDAD EDUCATIVA ESTADAL MONSEÑOR CRISPULO BENITEZ FONTURVEL,LARA,IRIBARREN,SANTA ROSA,2,1346,672,666,6,424,182,60,182,60,63.663664,27.327327,9.009009,49.925706,"{""bertucci_quijada"":60,""falcon"":182}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203025,110203025,CENTRO DE EDUCACION INICIAL BOLIVARIANO LUISA CACERES DE ARISMENDI,LARA,IRIBARREN,SANTA ROSA,1,746,492,488,4,347,87,54,87,54,71.106557,17.827869,11.065574,65.951743,"{""bertucci_quijada"":54,""falcon"":87}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203026,110203026,EENI MONTES SACRO,LARA,IRIBARREN,SANTA ROSA,2,847,436,423,13,275,103,45,103,45,65.01182,24.349882,10.638298,51.475797,"{""bertucci_quijada"":45,""falcon"":103}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203028,110203028,MODULO DE SERVICIOS EL UJANO,LARA,IRIBARREN,SANTA ROSA,1,361,179,178,1,127,40,11,40,11,71.348315,22.47191,6.179775,49.584488,"{""bertucci_quijada"":11,""falcon"":40}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203029,110203029,CENTRO DE VOTACION GUERRERA ANA SOTO,LARA,IRIBARREN,SANTA ROSA,1,353,226,223,3,197,15,11,15,11,88.340807,6.726457,4.932735,64.022663,"{""bertucci_quijada"":11,""falcon"":15}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203030,110203030,CENTRO DE VOTACION SIMON BOLIVAR,LARA,IRIBARREN,SANTA ROSA,1,323,233,232,1,210,16,6,16,6,90.517241,6.896552,2.586207,72.136223,"{""bertucci_quijada"":6,""falcon"":16}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203031,110203031,CENTRO DE VOTACION POR AQUI PASO CHAVEZ,LARA,IRIBARREN,SANTA ROSA,1,558,375,371,4,301,41,29,41,29,81.132075,11.051213,7.816712,67.204301,"{""bertucci_quijada"":29,""falcon"":41}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110203032,110203032,CENTRO DE VOTACION LOS GUERREROS DE MANAURE,LARA,IRIBARREN,SANTA ROSA,1,550,361,355,6,293,46,16,46,16,82.535211,12.957746,4.507042,65.636364,"{""bertucci_quijada"":16,""falcon"":46}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110204001,110204001,UNIDAD EDUCATIVA CORONEL GENARO VASQUEZ,LARA,IRIBARREN,UNION,7,5362,3003,2969,34,1838,917,214,917,214,61.906366,30.88582,7.207814,56.005222,"{""bertucci_quijada"":214,""falcon"":917}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110204002,110204002,ESCUELA GRADUADA GABRIELA MISTRAL,LARA,IRIBARREN,UNION,4,2526,1536,1509,27,948,424,137,424,137,62.823062,28.098078,9.07886,60.807601,"{""bertucci_quijada"":137,""falcon"":424}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110204003,110204003,UNIDAD EDUCATIVA LOLA ALAMO,LARA,IRIBARREN,UNION,4,3000,1741,1722,19,1176,441,105,441,105,68.292683,25.609756,6.097561,58.033333,"{""bertucci_quijada"":105,""falcon"":441}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110204004,110204004,ESCUELA BASICA GRAN MARISCAL DE AYACUCHO,LARA,IRIBARREN,UNION,6,4176,2017,1982,35,1194,654,134,654,134,60.24218,32.996973,6.760848,48.299808,"{""bertucci_quijada"":134,""falcon"":654}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110204005,110204005,UNIDAD EDUCATIVA ANDRES ELOY BLANCO,LARA,IRIBARREN,UNION,4,2657,1703,1693,10,1038,519,136,519,136,61.311282,30.655641,8.033077,64.094844,"{""bertucci_quijada"":136,""falcon"":519}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110204006,110204006,CENTRO DE EDUCACION INICIAL DON GERMAN PRADO GOMEZ,LARA,IRIBARREN,UNION,2,946,610,604,6,426,135,43,135,43,70.529801,22.350993,7.119205,64.48203,"{""bertucci_quijada"":43,""falcon"":135}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110204007,110204007,UNIDAD EDUCATIVA DOCTOR CECILIO ACOSTA,LARA,IRIBARREN,UNION,4,2969,1540,1523,17,982,426,115,426,115,64.478004,27.97111,7.550886,51.869316,"{""bertucci_quijada"":115,""falcon"":426}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110204008,110204008,GRUPO ESCOLAR CECILIO ZUBILLAGA PERERA,LARA,IRIBARREN,UNION,4,2906,1127,1108,19,709,336,63,336,63,63.98917,30.32491,5.685921,38.781831,"{""bertucci_quijada"":63,""falcon"":336}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110204009,110204009,CENTRO DE EDUCACIÓN INCIAL MOISES Y LUISA ZISMAN,LARA,IRIBARREN,UNION,2,1082,453,447,6,310,112,25,112,25,69.35123,25.055928,5.592841,41.866913,"{""bertucci_quijada"":25,""falcon"":112}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110204010,110204010,ESCUELA BASICA PEDRO RAFAEL CHACON,LARA,IRIBARREN,UNION,3,2222,1187,1176,11,778,339,59,339,59,66.156463,28.826531,5.017007,53.420342,"{""bertucci_quijada"":59,""falcon"":339}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110204011,110204011,CENTRO DE EDUCACION INICIAL SAN JOSE,LARA,IRIBARREN,UNION,1,680,371,369,2,250,93,26,93,26,67.750678,25.203252,7.04607,54.558824,"{""bertucci_quijada"":26,""falcon"":93}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110204012,110204012,ESCUELA BOLIVARIANA CIUDAD DE MATURIN,LARA,IRIBARREN,UNION,8,5610,2922,2881,41,2039,686,156,686,156,70.774037,23.811177,5.414787,52.085561,"{""bertucci_quijada"":156,""falcon"":686}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110204013,110204013,INSTITUTO POPULAR MARIA MAZZARELLO,LARA,IRIBARREN,UNION,4,2940,1371,1341,30,855,402,84,402,84,63.758389,29.977629,6.263982,46.632653,"{""bertucci_quijada"":84,""falcon"":402}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110204014,110204014,UNIDAD EDUCATIVA NACIONAL ELADIO DEL CASTILLO,LARA,IRIBARREN,UNION,3,2153,1121,1108,13,746,283,79,283,79,67.32852,25.541516,7.129964,52.066883,"{""bertucci_quijada"":79,""falcon"":283}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
110204015,110204015,UNIDAD EDUCATIVA JOSE LEONARDO CHIRINOS,LARA,IRIBARREN,UNION,5,3376,2058,2033,25,1355,538,140,538,140,66.650271,26.463355,6.886375,60.959716,"{""bertucci_quijada"":140,""falcon"":538}",venpres_a,10.7910/DVN/NO1XJ2,VENPRES-A v1.1; voto_c tratado como votantes y validos recalculados desde candidatos
